Latitude,Longitude,As_ppb,As
31.14583333,72.6875,10,0
31.15416667,70.55416667,100,1
31.15416667,70.5625,100,1
31.1875,68.99583333,0,0
31.20416667,72.32083333,0,0
31.22916667,70.95416667,0,0
31.24583333,73.0375,0,0
31.25416667,74.17083333,13,1
31.25416667,74.17916667,81,1
31.2625,72.3375,100,1
31.2625,74.12916667,27,1
31.2625,74.1375,48,1
31.2625,74.1625,12,1
31.2625,74.1875,80,1
31.27083333,72.3375,150,1
31.27083333,74.1125,14,1
31.27916667,74.29583333,132.5,1
31.2875,74.1875,29,1
31.29583333,74.1875,28,1
31.30416667,73.1125,200,1
31.30416667,73.47916667,150,1
31.30416667,74.04583333,78,1
31.30416667,74.05416667,58,1
31.30416667,74.17083333,28,1
31.3125,73.69583333,100,1
31.3125,74.1625,8,0
31.32083333,74.07916667,65.3,1
31.32083333,74.1875,32,1
31.32916667,72.95416667,100,1
31.32916667,74.09583333,78,1
31.32916667,74.10416667,12,1
31.3375,73.42083333,20,1
31.3375,74.20416667,29,1
31.34583333,69.44583333,0,0
31.35416667,73.10416667,0,0
31.35416667,74.12083333,58,1
31.35416667,74.12916667,26,1
31.3625,74.2375,81,1
31.37083333,74.22916667,37,1
31.37916667,71.42916667,0,0
31.37916667,74.22916667,37,1
31.3875,74.22916667,32,1
31.39583333,74.09583333,165.8,1
31.39583333,74.22083333,80,1
31.40416667,74.15416667,59,1
31.4125,74.15416667,58,1
31.42083333,73.0625,0,0
31.42083333,74.17083333,26,1
31.42916667,74.17916667,18,1
31.4375,73.07083333,0,0
31.44583333,73.69583333,0,0
31.44583333,74.20416667,12,1
31.45416667,68.8125,0,0
31.45416667,73.12083333,10,0
31.45416667,74.2125,74,1
31.45416667,74.22083333,56,1
31.4625,74.10416667,25,1
31.4625,74.22083333,18,1
31.4625,74.22916667,57,1
31.4875,73.35416667,113.4,1
31.49583333,72.32083333,0,0
31.49583333,73.10416667,0,0
31.5125,74.27916667,35,1
31.52916667,74.37916667,40,1
31.5375,74.32916667,60,1
31.5375,74.34583333,55,1
31.55416667,70.7625,10,0
31.55416667,74.3375,110,1
31.55416667,74.35416667,123.6660492,1
31.5625,74.44583333,45,1
31.57083333,73.4875,5,0
31.57083333,74.34583333,50,1
31.57916667,72.19583333,10,0
31.57916667,73.42916667,126.35,1
31.57916667,74.12916667,1,0
31.57916667,74.30416667,100,1
31.57916667,74.32916667,25,1
31.5875,73.67083333,70,1
31.59583333,74.2625,46.26333562,1
31.59583333,74.55416667,60,1
31.60416667,74.2875,70,1
31.62083333,71.0625,73.04147744,1
31.6375,72.30416667,290.2,1
31.64583333,72.34583333,110.56,1
31.67083333,72.32083333,290.2,1
31.67083333,72.32916667,148.34,1
31.70416667,72.35416667,367.2,1
31.7125,72.39583333,148.34,1
31.7125,73.9875,10,0
31.72083333,72.37916667,110.56,1
31.72083333,72.44583333,290.2,1
31.72083333,72.97916667,15,1
31.72083333,73.37916667,5,0
31.7375,70.3375,0,0
31.7875,71.10416667,2,0
31.7875,72.47083333,367.2,1
31.80416667,69.2375,0,0
31.80416667,74.2625,60,1
31.8125,69.67083333,0,0
31.8125,72.52916667,109.1,1
31.8125,72.6375,201.6731161,1
31.82083333,70.9125,30,1
31.82083333,72.5125,148.34,1
31.82083333,72.5375,256.6124578,1
31.82916667,72.5375,148.34,1
31.8375,72.54583333,367.2,1
31.84583333,72.64583333,290.2,1
31.8625,72.54583333,110.56,1
31.87083333,72.57916667,148.34,1
31.87083333,72.64583333,290.2,1
31.87916667,71.89583333,150,1
31.8875,71.89583333,5,0
31.89583333,72.5125,148.34,1
31.89583333,73.27916667,120,1
31.9125,72.54583333,110.56,1
31.92916667,70.45416667,0,0
31.94583333,72.57083333,101.1,1
31.95416667,69.75416667,0,0
31.9625,73.97083333,5,0
32.0125,70.87916667,0,0
32.04583333,72.55416667,100.25,1
32.0625,72.57083333,106.32,1
32.07083333,73.6875,30,1
32.0875,72.67083333,121.15,1
32.10416667,70.97083333,10,0
32.10416667,74.07083333,10,0
32.10416667,74.87083333,0,0
32.12083333,74.17916667,25,1
32.15416667,71.27916667,150,1
32.15416667,74.12083333,0,0
32.1875,73.02916667,0,0
32.20416667,71.3125,10,0
32.20416667,74.29583333,162.1673442,1
32.22083333,70.37916667,0,0
32.25416667,74.27083333,0,0
32.2625,74.07083333,0,0
32.2625,75.15416667,0,0
32.27083333,72.90416667,0,0
32.27083333,74.67083333,0,0
32.27916667,71.3625,35,1
32.27916667,71.37083333,158.2199736,1
32.29583333,72.32916667,0,0
32.29583333,72.34583333,0,0
32.29583333,74.32083333,0,0
32.30416667,72.34583333,150,1
32.32916667,74.34583333,2.31662479,0
32.3875,73.60416667,0,0
32.39583333,70.3625,0,0
32.42916667,73.57916667,0,0
32.45416667,74.52083333,0,0
32.47916667,74.35416667,0,0
32.49583333,74.5375,193.4848643,1
32.5125,72.40416667,0,0
32.57083333,74.07916667,0,0
32.57916667,73.04583333,0,0
32.57916667,73.49583333,0,0
32.5875,71.54583333,150,1
32.60416667,70.9125,22.39933106,1
32.65416667,70.9125,0,0
32.65416667,70.95416667,25,1
32.6625,71.47916667,0,0
32.67083333,71.27916667,0,0
32.7125,72.9625,0,0
32.72916667,72.92083333,0,0
32.79583333,73.69583333,0,0
32.80416667,73.89583333,0,0
32.87083333,74.24583333,2.953568003,0
32.90416667,73.75416667,0,0
32.92083333,70.62083333,0,0
32.92083333,72.4125,0,0
32.92916667,72.85416667,0,0
32.9375,73.72083333,27.35434044,1
32.97916667,74.07083333,3.20969599,0
33.0125,70.6875,0,0
33.02916667,73.60416667,0,0
33.05416667,73.77916667,1.603217035,0
33.1125,71.10416667,0,0
33.1125,73.4125,0,0
33.1375,74.09583333,5.531683324,0
33.15416667,73.7375,3.912774507,0
33.2375,72.2625,15,1
33.2625,73.30416667,0,0
33.27083333,71.17916667,0,0
33.29583333,73.95416667,3.137471893,0
33.3875,71.34583333,0,0
33.4125,73.37916667,0,0
33.42916667,72.02083333,0,0
33.4875,74.10416667,1.543094221,0
33.50416667,73.89583333,4.076287533,0
33.5375,71.05416667,0,0
33.57083333,72.6375,0,0
33.57916667,71.42916667,0,0
33.57916667,73.37916667,0,0
33.6125,73.0125,0,0
33.6375,73.04583333,0,0
33.69583333,70.3375,0,0
33.69583333,71.14583333,0,0
33.72083333,73.0625,0,0
33.74583333,72.8125,0,0
33.80416667,73.52916667,15,1
33.82083333,72.6875,0,0
33.90416667,72.30416667,0,0
33.90416667,73.39583333,0,0
33.9125,72.49583333,0,0
33.94583333,74.07916667,4.758080628,0
33.9625,72.22083333,0,0
33.97083333,71.45416667,0,0
33.99583333,71.49583333,0,0
34.00416667,71.92916667,0,0
34.00416667,72.12083333,0,0
34.00416667,72.9375,0,0
34.02083333,71.2875,0,0
34.02083333,72.65416667,5,0
34.02916667,71.59583333,0,0
34.02916667,71.62083333,0,0
34.05416667,72.37083333,10,0
34.05416667,73.15416667,0,0
34.0875,71.14583333,0,0
34.1125,72.4625,0,0
34.15416667,71.7375,10.40116947,1
34.15416667,73.22083333,0,0
34.17083333,73.74583333,2.406683882,0
34.22083333,71.55416667,0,0
34.27916667,71.92916667,0,0
34.30416667,71.65416667,0,0
34.32916667,73.19583333,28.37638593,1
34.47083333,72.4875,0,0
34.49583333,71.4125,0,0
34.49583333,71.49583333,0,0
34.50416667,73.02916667,0,0
34.5125,71.9125,0,0
34.5125,72.4875,0,0
34.54583333,73.34583333,0,0
34.5625,71.47916667,0,0
34.5625,72.67916667,0,0
34.5875,73.90416667,3.046476468,0
34.67916667,73.02916667,0,0
34.67916667,75.54583333,2.332023171,0
34.6875,72.79583333,0,0
34.7625,72.77916667,25,1
34.77916667,72.3625,0,0
34.8125,74.2125,2.761769831,0
34.82916667,71.8375,0,0
34.85416667,73.1375,0,0
34.89583333,71.6625,0,0
34.89583333,71.9625,0,0
34.92916667,72.42083333,0,0
34.9375,72.02916667,0,0
34.9375,72.87916667,5,0
34.95416667,72.32916667,0,0
34.99583333,72.0375,0,0
35.04583333,74.82916667,6.085560519,0
35.10416667,72.99583333,0,0
35.1125,73.00416667,0,0
35.12083333,75.32916667,2.947487068,0
35.1625,72.04583333,0,0
35.17083333,71.79583333,0,0
35.19583333,71.87083333,0,0
35.24583333,74.04583333,1.369850081,0
35.2625,73.27083333,0.01,0
35.27083333,73.22083333,0,0
35.27916667,76.2125,0.215162691,0
35.29583333,75.6125,4.264821103,0
35.29583333,75.62083333,2.821281534,0
35.42916667,75.72916667,2.345846466,0
35.55416667,71.79583333,0,0
35.59583333,75.19583333,3.453935726,0
35.8375,71.77916667,0,0
35.8375,73.6125,1.391894659,0
35.85416667,71.77916667,0,0
35.92083333,74.30416667,2.85295216,0
36.14583333,73.42916667,3.254085896,0
36.1625,72.15416667,0,0
36.17083333,72.12083333,0,0
36.22916667,73.42916667,2.445127186,0
36.27083333,74.72083333,0.609748769,0
36.27916667,72.5125,150,1
36.29583333,72.3125,0,0
36.29583333,74.62083333,18.53915947,1
36.3125,74.8625,0.668747878,0
36.34583333,73.32083333,0.853031677,0
